Time,Valley Library Electricity (kWh)
Mon Jul 09 2018 13:00:00 GMT-0700 (Pacific Daylight Time),104
Mon Jul 09 2018 12:45:00 GMT-0700 (Pacific Daylight Time),104
Mon Jul 09 2018 12:30:00 GMT-0700 (Pacific Daylight Time),103
Mon Jul 09 2018 12:15:00 GMT-0700 (Pacific Daylight Time),107
Mon Jul 09 2018 12:00:00 GMT-0700 (Pacific Daylight Time),105
Mon Jul 09 2018 11:45:00 GMT-0700 (Pacific Daylight Time),107
Mon Jul 09 2018 11:30:00 GMT-0700 (Pacific Daylight Time),105
Mon Jul 09 2018 11:15:00 GMT-0700 (Pacific Daylight Time),108
Mon Jul 09 2018 11:00:00 GMT-0700 (Pacific Daylight Time),106
Mon Jul 09 2018 10:45:00 GMT-0700 (Pacific Daylight Time),106
Mon Jul 09 2018 10:30:00 GMT-0700 (Pacific Daylight Time),104
Mon Jul 09 2018 10:15:00 GMT-0700 (Pacific Daylight Time),104
Mon Jul 09 2018 10:00:00 GMT-0700 (Pacific Daylight Time),103
Mon Jul 09 2018 09:45:00 GMT-0700 (Pacific Daylight Time),102
Mon Jul 09 2018 09:30:00 GMT-0700 (Pacific Daylight Time),103
Mon Jul 09 2018 09:15:00 GMT-0700 (Pacific Daylight Time),101
Mon Jul 09 2018 09:00:00 GMT-0700 (Pacific Daylight Time),100
Mon Jul 09 2018 08:45:00 GMT-0700 (Pacific Daylight Time),100
Mon Jul 09 2018 08:30:00 GMT-0700 (Pacific Daylight Time),99
Mon Jul 09 2018 08:15:00 GMT-0700 (Pacific Daylight Time),98
Mon Jul 09 2018 08:00:00 GMT-0700 (Pacific Daylight Time),97
Mon Jul 09 2018 07:45:00 GMT-0700 (Pacific Daylight Time),95
Mon Jul 09 2018 07:30:00 GMT-0700 (Pacific Daylight Time),95
Mon Jul 09 2018 07:15:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 07:00:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 06:45:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 06:30:00 GMT-0700 (Pacific Daylight Time),92
Mon Jul 09 2018 06:15:00 GMT-0700 (Pacific Daylight Time),92
Mon Jul 09 2018 06:00:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 05:45:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 05:30:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 05:15:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 05:00:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 04:45:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 04:30:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 04:15:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 04:00:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 03:45:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 03:30:00 GMT-0700 (Pacific Daylight Time),93
Mon Jul 09 2018 03:15:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 03:00:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 02:45:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 02:30:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 02:15:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 02:00:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 01:45:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 01:30:00 GMT-0700 (Pacific Daylight Time),95
Mon Jul 09 2018 01:15:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 01:00:00 GMT-0700 (Pacific Daylight Time),95
Mon Jul 09 2018 00:45:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 00:30:00 GMT-0700 (Pacific Daylight Time),97
Mon Jul 09 2018 00:15:00 GMT-0700 (Pacific Daylight Time),94
Mon Jul 09 2018 00:00:00 GMT-0700 (Pacific Daylight Time),95
Sun Jul 08 2018 23:45:00 GMT-0700 (Pacific Daylight Time),95
Sun Jul 08 2018 23:30:00 GMT-0700 (Pacific Daylight Time),94
Sun Jul 08 2018 23:15:00 GMT-0700 (Pacific Daylight Time),95
Sun Jul 08 2018 23:00:00 GMT-0700 (Pacific Daylight Time),95
Sun Jul 08 2018 22:45:00 GMT-0700 (Pacific Daylight Time),94
Sun Jul 08 2018 22:30:00 GMT-0700 (Pacific Daylight Time),95
Sun Jul 08 2018 22:15:00 GMT-0700 (Pacific Daylight Time),96
Sun Jul 08 2018 22:00:00 GMT-0700 (Pacific Daylight Time),95
Sun Jul 08 2018 21:45:00 GMT-0700 (Pacific Daylight Time),95
Sun Jul 08 2018 21:30:00 GMT-0700 (Pacific Daylight Time),97
Sun Jul 08 2018 21:15:00 GMT-0700 (Pacific Daylight Time),97
Sun Jul 08 2018 21:00:00 GMT-0700 (Pacific Daylight Time),97
Sun Jul 08 2018 20:45:00 GMT-0700 (Pacific Daylight Time),98
Sun Jul 08 2018 20:30:00 GMT-0700 (Pacific Daylight Time),98
Sun Jul 08 2018 20:15:00 GMT-0700 (Pacific Daylight Time),100
Sun Jul 08 2018 20:00:00 GMT-0700 (Pacific Daylight Time),99
Sun Jul 08 2018 19:45:00 GMT-0700 (Pacific Daylight Time),100
Sun Jul 08 2018 19:30:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 19:15:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 19:00:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 18:45:00 GMT-0700 (Pacific Daylight Time),100
Sun Jul 08 2018 18:30:00 GMT-0700 (Pacific Daylight Time),100
Sun Jul 08 2018 18:15:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 18:00:00 GMT-0700 (Pacific Daylight Time),100
Sun Jul 08 2018 17:45:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 17:30:00 GMT-0700 (Pacific Daylight Time),102
Sun Jul 08 2018 17:15:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 17:00:00 GMT-0700 (Pacific Daylight Time),102
Sun Jul 08 2018 16:45:00 GMT-0700 (Pacific Daylight Time),103
Sun Jul 08 2018 16:30:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 16:15:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 16:00:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 15:45:00 GMT-0700 (Pacific Daylight Time),100
Sun Jul 08 2018 15:30:00 GMT-0700 (Pacific Daylight Time),101
Sun Jul 08 2018 15:15:00 GMT-0700 (Pacific Daylight Time),99
Sun Jul 08 2018 15:00:00 GMT-0700 (Pacific Daylight Time),100
Sun Jul 08 2018 14:45:00 GMT-0700 (Pacific Daylight Time),100
Sun Jul 08 2018 14:30:00 GMT-0700 (Pacific Daylight Time),100
Sun Jul 08 2018 14:15:00 GMT-0700 (Pacific Daylight Time),99
Sun Jul 08 2018 14:00:00 GMT-0700 (Pacific Daylight Time),98
Sun Jul 08 2018 13:45:00 GMT-0700 (Pacific Daylight Time),98
Sun Jul 08 2018 13:30:00 GMT-0700 (Pacific Daylight Time),98
Sun Jul 08 2018 13:15:00 GMT-0700 (Pacific Daylight Time),99
Sun Jul 08 2018 13:00:00 GMT-0700 (Pacific Daylight Time),97
Sun Jul 08 2018 12:45:00 GMT-0700 (Pacific Daylight Time),97
Sun Jul 08 2018 12:30:00 GMT-0700 (Pacific Daylight Time),81
Sun Jul 08 2018 12:15:00 GMT-0700 (Pacific Daylight Time),74
Sun Jul 08 2018 12:00:00 GMT-0700 (Pacific Daylight Time),72
Sun Jul 08 2018 11:45:00 GMT-0700 (Pacific Daylight Time),73
Sun Jul 08 2018 11:30:00 GMT-0700 (Pacific Daylight Time),73
Sun Jul 08 2018 11:15:00 GMT-0700 (Pacific Daylight Time),72
Sun Jul 08 2018 11:00:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 10:45:00 GMT-0700 (Pacific Daylight Time),72
Sun Jul 08 2018 10:30:00 GMT-0700 (Pacific Daylight Time),73
Sun Jul 08 2018 10:15:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 10:00:00 GMT-0700 (Pacific Daylight Time),72
Sun Jul 08 2018 09:45:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 09:30:00 GMT-0700 (Pacific Daylight Time),70
Sun Jul 08 2018 09:15:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 09:00:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 08:45:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 08:30:00 GMT-0700 (Pacific Daylight Time),70
Sun Jul 08 2018 08:15:00 GMT-0700 (Pacific Daylight Time),68
Sun Jul 08 2018 08:00:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 07:45:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 07:30:00 GMT-0700 (Pacific Daylight Time),68
Sun Jul 08 2018 07:15:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 07:00:00 GMT-0700 (Pacific Daylight Time),67
Sun Jul 08 2018 06:45:00 GMT-0700 (Pacific Daylight Time),68
Sun Jul 08 2018 06:30:00 GMT-0700 (Pacific Daylight Time),68
Sun Jul 08 2018 06:15:00 GMT-0700 (Pacific Daylight Time),67
Sun Jul 08 2018 06:00:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 05:45:00 GMT-0700 (Pacific Daylight Time),68
Sun Jul 08 2018 05:30:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 05:15:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 05:00:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 04:45:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 04:30:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 04:15:00 GMT-0700 (Pacific Daylight Time),68
Sun Jul 08 2018 04:00:00 GMT-0700 (Pacific Daylight Time),70
Sun Jul 08 2018 03:45:00 GMT-0700 (Pacific Daylight Time),68
Sun Jul 08 2018 03:30:00 GMT-0700 (Pacific Daylight Time),70
Sun Jul 08 2018 03:15:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 03:00:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 02:45:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 02:30:00 GMT-0700 (Pacific Daylight Time),70
Sun Jul 08 2018 02:15:00 GMT-0700 (Pacific Daylight Time),69
Sun Jul 08 2018 02:00:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 01:45:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 01:30:00 GMT-0700 (Pacific Daylight Time),70
Sun Jul 08 2018 01:15:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 01:00:00 GMT-0700 (Pacific Daylight Time),72
Sun Jul 08 2018 00:45:00 GMT-0700 (Pacific Daylight Time),71
Sun Jul 08 2018 00:30:00 GMT-0700 (Pacific Daylight Time),72
Sun Jul 08 2018 00:15:00 GMT-0700 (Pacific Daylight Time),73
Sun Jul 08 2018 00:00:00 GMT-0700 (Pacific Daylight Time),71
Sat Jul 07 2018 23:45:00 GMT-0700 (Pacific Daylight Time),74
Sat Jul 07 2018 23:30:00 GMT-0700 (Pacific Daylight Time),73
Sat Jul 07 2018 23:15:00 GMT-0700 (Pacific Daylight Time),72
Sat Jul 07 2018 23:00:00 GMT-0700 (Pacific Daylight Time),73
Sat Jul 07 2018 22:45:00 GMT-0700 (Pacific Daylight Time),74
Sat Jul 07 2018 22:30:00 GMT-0700 (Pacific Daylight Time),73
Sat Jul 07 2018 22:15:00 GMT-0700 (Pacific Daylight Time),74
Sat Jul 07 2018 22:00:00 GMT-0700 (Pacific Daylight Time),74
Sat Jul 07 2018 21:45:00 GMT-0700 (Pacific Daylight Time),74
Sat Jul 07 2018 21:30:00 GMT-0700 (Pacific Daylight Time),76
Sat Jul 07 2018 21:15:00 GMT-0700 (Pacific Daylight Time),75
Sat Jul 07 2018 21:00:00 GMT-0700 (Pacific Daylight Time),76
Sat Jul 07 2018 20:45:00 GMT-0700 (Pacific Daylight Time),76
Sat Jul 07 2018 20:30:00 GMT-0700 (Pacific Daylight Time),77
Sat Jul 07 2018 20:15:00 GMT-0700 (Pacific Daylight Time),78
Sat Jul 07 2018 20:00:00 GMT-0700 (Pacific Daylight Time),78
Sat Jul 07 2018 19:45:00 GMT-0700 (Pacific Daylight Time),78
Sat Jul 07 2018 19:30:00 GMT-0700 (Pacific Daylight Time),78
Sat Jul 07 2018 19:15:00 GMT-0700 (Pacific Daylight Time),79
Sat Jul 07 2018 19:00:00 GMT-0700 (Pacific Daylight Time),79
Sat Jul 07 2018 18:45:00 GMT-0700 (Pacific Daylight Time),80
Sat Jul 07 2018 18:30:00 GMT-0700 (Pacific Daylight Time),93
Sat Jul 07 2018 18:15:00 GMT-0700 (Pacific Daylight Time),102
Sat Jul 07 2018 18:00:00 GMT-0700 (Pacific Daylight Time),103
Sat Jul 07 2018 17:45:00 GMT-0700 (Pacific Daylight Time),103
Sat Jul 07 2018 17:30:00 GMT-0700 (Pacific Daylight Time),102
Sat Jul 07 2018 17:15:00 GMT-0700 (Pacific Daylight Time),103
Sat Jul 07 2018 17:00:00 GMT-0700 (Pacific Daylight Time),101
Sat Jul 07 2018 16:45:00 GMT-0700 (Pacific Daylight Time),101
Sat Jul 07 2018 16:30:00 GMT-0700 (Pacific Daylight Time),102
Sat Jul 07 2018 16:15:00 GMT-0700 (Pacific Daylight Time),99
Sat Jul 07 2018 16:00:00 GMT-0700 (Pacific Daylight Time),101
Sat Jul 07 2018 15:45:00 GMT-0700 (Pacific Daylight Time),99
Sat Jul 07 2018 15:30:00 GMT-0700 (Pacific Daylight Time),97
Sat Jul 07 2018 15:15:00 GMT-0700 (Pacific Daylight Time),98
Sat Jul 07 2018 15:00:00 GMT-0700 (Pacific Daylight Time),99
Sat Jul 07 2018 14:45:00 GMT-0700 (Pacific Daylight Time),97
Sat Jul 07 2018 14:30:00 GMT-0700 (Pacific Daylight Time),97
Sat Jul 07 2018 14:15:00 GMT-0700 (Pacific Daylight Time),98
Sat Jul 07 2018 14:00:00 GMT-0700 (Pacific Daylight Time),98
Sat Jul 07 2018 13:45:00 GMT-0700 (Pacific Daylight Time),96
Sat Jul 07 2018 13:30:00 GMT-0700 (Pacific Daylight Time),96
Sat Jul 07 2018 13:15:00 GMT-0700 (Pacific Daylight Time),96
Sat Jul 07 2018 13:00:00 GMT-0700 (Pacific Daylight Time),95
Sat Jul 07 2018 12:45:00 GMT-0700 (Pacific Daylight Time),90
Sat Jul 07 2018 12:30:00 GMT-0700 (Pacific Daylight Time),85
Sat Jul 07 2018 12:15:00 GMT-0700 (Pacific Daylight Time),85
Sat Jul 07 2018 12:00:00 GMT-0700 (Pacific Daylight Time),86
Sat Jul 07 2018 11:45:00 GMT-0700 (Pacific Daylight Time),84
Sat Jul 07 2018 11:30:00 GMT-0700 (Pacific Daylight Time),85
Sat Jul 07 2018 11:15:00 GMT-0700 (Pacific Daylight Time),84
Sat Jul 07 2018 11:00:00 GMT-0700 (Pacific Daylight Time),84
Sat Jul 07 2018 10:45:00 GMT-0700 (Pacific Daylight Time),84
Sat Jul 07 2018 10:30:00 GMT-0700 (Pacific Daylight Time),84
Sat Jul 07 2018 10:15:00 GMT-0700 (Pacific Daylight Time),84
Sat Jul 07 2018 10:00:00 GMT-0700 (Pacific Daylight Time),84
Sat Jul 07 2018 09:45:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 09:30:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 09:15:00 GMT-0700 (Pacific Daylight Time),84
Sat Jul 07 2018 09:00:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 08:45:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 08:30:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 08:15:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 08:00:00 GMT-0700 (Pacific Daylight Time),82
Sat Jul 07 2018 07:45:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 07:30:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 07:15:00 GMT-0700 (Pacific Daylight Time),82
Sat Jul 07 2018 07:00:00 GMT-0700 (Pacific Daylight Time),82
Sat Jul 07 2018 06:45:00 GMT-0700 (Pacific Daylight Time),82
Sat Jul 07 2018 06:30:00 GMT-0700 (Pacific Daylight Time),81
Sat Jul 07 2018 06:15:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 06:00:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 05:45:00 GMT-0700 (Pacific Daylight Time),82
Sat Jul 07 2018 05:30:00 GMT-0700 (Pacific Daylight Time),83
Sat Jul 07 2018 05:15:00 GMT-0700 (Pacific Daylight Time),84
Sat Jul 07 2018 05:00:00 GMT-0700 (Pacific Daylight Time),82
Sat Jul 07 2018 04:45:00 GMT-0700 (Pacific Daylight Time),82
Sat Jul 07 2018 04:30:00 GMT-0700 (Pacific Daylight Time),89
Sat Jul 07 2018 04:15:00 GMT-0700 (Pacific Daylight Time),92
Sat Jul 07 2018 04:00:00 GMT-0700 (Pacific Daylight Time),93
Sat Jul 07 2018 03:45:00 GMT-0700 (Pacific Daylight Time),92
Sat Jul 07 2018 03:30:00 GMT-0700 (Pacific Daylight Time),94
Sat Jul 07 2018 03:15:00 GMT-0700 (Pacific Daylight Time),93
Sat Jul 07 2018 03:00:00 GMT-0700 (Pacific Daylight Time),94
Sat Jul 07 2018 02:45:00 GMT-0700 (Pacific Daylight Time),94
Sat Jul 07 2018 02:30:00 GMT-0700 (Pacific Daylight Time),94
Sat Jul 07 2018 02:15:00 GMT-0700 (Pacific Daylight Time),94
Sat Jul 07 2018 02:00:00 GMT-0700 (Pacific Daylight Time),94
Sat Jul 07 2018 01:45:00 GMT-0700 (Pacific Daylight Time),95
Sat Jul 07 2018 01:30:00 GMT-0700 (Pacific Daylight Time),94
Sat Jul 07 2018 01:15:00 GMT-0700 (Pacific Daylight Time),95
Sat Jul 07 2018 01:00:00 GMT-0700 (Pacific Daylight Time),94
Sat Jul 07 2018 00:45:00 GMT-0700 (Pacific Daylight Time),96
Sat Jul 07 2018 00:30:00 GMT-0700 (Pacific Daylight Time),96
Sat Jul 07 2018 00:15:00 GMT-0700 (Pacific Daylight Time),95
Sat Jul 07 2018 00:00:00 GMT-0700 (Pacific Daylight Time),96
Fri Jul 06 2018 23:45:00 GMT-0700 (Pacific Daylight Time),96
Fri Jul 06 2018 23:30:00 GMT-0700 (Pacific Daylight Time),95
Fri Jul 06 2018 23:15:00 GMT-0700 (Pacific Daylight Time),95
Fri Jul 06 2018 23:00:00 GMT-0700 (Pacific Daylight Time),95
Fri Jul 06 2018 22:45:00 GMT-0700 (Pacific Daylight Time),95
Fri Jul 06 2018 22:30:00 GMT-0700 (Pacific Daylight Time),96
Fri Jul 06 2018 22:15:00 GMT-0700 (Pacific Daylight Time),95
Fri Jul 06 2018 22:00:00 GMT-0700 (Pacific Daylight Time),96
Fri Jul 06 2018 21:45:00 GMT-0700 (Pacific Daylight Time),78
Fri Jul 06 2018 21:30:00 GMT-0700 (Pacific Daylight Time),75
Fri Jul 06 2018 21:15:00 GMT-0700 (Pacific Daylight Time),76
Fri Jul 06 2018 21:00:00 GMT-0700 (Pacific Daylight Time),74
Fri Jul 06 2018 20:45:00 GMT-0700 (Pacific Daylight Time),76
Fri Jul 06 2018 20:30:00 GMT-0700 (Pacific Daylight Time),77
Fri Jul 06 2018 20:15:00 GMT-0700 (Pacific Daylight Time),78
Fri Jul 06 2018 20:00:00 GMT-0700 (Pacific Daylight Time),77
Fri Jul 06 2018 19:45:00 GMT-0700 (Pacific Daylight Time),79
Fri Jul 06 2018 19:30:00 GMT-0700 (Pacific Daylight Time),79
Fri Jul 06 2018 19:15:00 GMT-0700 (Pacific Daylight Time),84
Fri Jul 06 2018 19:00:00 GMT-0700 (Pacific Daylight Time),102
Fri Jul 06 2018 18:45:00 GMT-0700 (Pacific Daylight Time),102
Fri Jul 06 2018 18:30:00 GMT-0700 (Pacific Daylight Time),101
Fri Jul 06 2018 18:15:00 GMT-0700 (Pacific Daylight Time),104
Fri Jul 06 2018 18:00:00 GMT-0700 (Pacific Daylight Time),104
Fri Jul 06 2018 17:45:00 GMT-0700 (Pacific Daylight Time),106
Fri Jul 06 2018 17:30:00 GMT-0700 (Pacific Daylight Time),107
Fri Jul 06 2018 17:15:00 GMT-0700 (Pacific Daylight Time),109
Fri Jul 06 2018 17:00:00 GMT-0700 (Pacific Daylight Time),109
Fri Jul 06 2018 16:45:00 GMT-0700 (Pacific Daylight Time),112
Fri Jul 06 2018 16:30:00 GMT-0700 (Pacific Daylight Time),112
Fri Jul 06 2018 16:15:00 GMT-0700 (Pacific Daylight Time),113
Fri Jul 06 2018 16:00:00 GMT-0700 (Pacific Daylight Time),113
Fri Jul 06 2018 15:45:00 GMT-0700 (Pacific Daylight Time),111
Fri Jul 06 2018 15:30:00 GMT-0700 (Pacific Daylight Time),112
Fri Jul 06 2018 15:15:00 GMT-0700 (Pacific Daylight Time),114
Fri Jul 06 2018 15:00:00 GMT-0700 (Pacific Daylight Time),112
Fri Jul 06 2018 14:45:00 GMT-0700 (Pacific Daylight Time),113
Fri Jul 06 2018 14:30:00 GMT-0700 (Pacific Daylight Time),112
Fri Jul 06 2018 14:15:00 GMT-0700 (Pacific Daylight Time),111
Fri Jul 06 2018 14:00:00 GMT-0700 (Pacific Daylight Time),113
Fri Jul 06 2018 13:45:00 GMT-0700 (Pacific Daylight Time),111
Fri Jul 06 2018 13:30:00 GMT-0700 (Pacific Daylight Time),112
Fri Jul 06 2018 13:15:00 GMT-0700 (Pacific Daylight Time),112
Fri Jul 06 2018 13:00:00 GMT-0700 (Pacific Daylight Time),110
Fri Jul 06 2018 12:45:00 GMT-0700 (Pacific Daylight Time),111
Fri Jul 06 2018 12:30:00 GMT-0700 (Pacific Daylight Time),108
Fri Jul 06 2018 12:15:00 GMT-0700 (Pacific Daylight Time),109
Fri Jul 06 2018 12:00:00 GMT-0700 (Pacific Daylight Time),110
Fri Jul 06 2018 11:45:00 GMT-0700 (Pacific Daylight Time),109
Fri Jul 06 2018 11:30:00 GMT-0700 (Pacific Daylight Time),107
Fri Jul 06 2018 11:15:00 GMT-0700 (Pacific Daylight Time),107
Fri Jul 06 2018 11:00:00 GMT-0700 (Pacific Daylight Time),106
Fri Jul 06 2018 10:45:00 GMT-0700 (Pacific Daylight Time),105
Fri Jul 06 2018 10:30:00 GMT-0700 (Pacific Daylight Time),105
Fri Jul 06 2018 10:15:00 GMT-0700 (Pacific Daylight Time),104
Fri Jul 06 2018 10:00:00 GMT-0700 (Pacific Daylight Time),103
Fri Jul 06 2018 09:45:00 GMT-0700 (Pacific Daylight Time),105
Fri Jul 06 2018 09:30:00 GMT-0700 (Pacific Daylight Time),102
Fri Jul 06 2018 09:15:00 GMT-0700 (Pacific Daylight Time),102
Fri Jul 06 2018 09:00:00 GMT-0700 (Pacific Daylight Time),100
Fri Jul 06 2018 08:45:00 GMT-0700 (Pacific Daylight Time),99
Fri Jul 06 2018 08:30:00 GMT-0700 (Pacific Daylight Time),100
Fri Jul 06 2018 08:15:00 GMT-0700 (Pacific Daylight Time),100
Fri Jul 06 2018 08:00:00 GMT-0700 (Pacific Daylight Time),97
Fri Jul 06 2018 07:45:00 GMT-0700 (Pacific Daylight Time),98
Fri Jul 06 2018 07:30:00 GMT-0700 (Pacific Daylight Time),96
Fri Jul 06 2018 07:15:00 GMT-0700 (Pacific Daylight Time),93
Fri Jul 06 2018 07:00:00 GMT-0700 (Pacific Daylight Time),92
Fri Jul 06 2018 06:45:00 GMT-0700 (Pacific Daylight Time),91
Fri Jul 06 2018 06:30:00 GMT-0700 (Pacific Daylight Time),92
Fri Jul 06 2018 06:15:00 GMT-0700 (Pacific Daylight Time),91
Fri Jul 06 2018 06:00:00 GMT-0700 (Pacific Daylight Time),92
Fri Jul 06 2018 05:45:00 GMT-0700 (Pacific Daylight Time),92
Fri Jul 06 2018 05:30:00 GMT-0700 (Pacific Daylight Time),93
Fri Jul 06 2018 05:15:00 GMT-0700 (Pacific Daylight Time),93
Fri Jul 06 2018 05:00:00 GMT-0700 (Pacific Daylight Time),92
Fri Jul 06 2018 04:45:00 GMT-0700 (Pacific Daylight Time),94
Fri Jul 06 2018 04:30:00 GMT-0700 (Pacific Daylight Time),93
Fri Jul 06 2018 04:15:00 GMT-0700 (Pacific Daylight Time),92
Fri Jul 06 2018 04:00:00 GMT-0700 (Pacific Daylight Time),93
Fri Jul 06 2018 03:45:00 GMT-0700 (Pacific Daylight Time),92
Fri Jul 06 2018 03:30:00 GMT-0700 (Pacific Daylight Time),94
Fri Jul 06 2018 03:15:00 GMT-0700 (Pacific Daylight Time),94
Fri Jul 06 2018 03:00:00 GMT-0700 (Pacific Daylight Time),94
Fri Jul 06 2018 02:45:00 GMT-0700 (Pacific Daylight Time),93
Fri Jul 06 2018 02:30:00 GMT-0700 (Pacific Daylight Time),94
Fri Jul 06 2018 02:15:00 GMT-0700 (Pacific Daylight Time),94
Fri Jul 06 2018 02:00:00 GMT-0700 (Pacific Daylight Time),95
Fri Jul 06 2018 01:45:00 GMT-0700 (Pacific Daylight Time),94
Fri Jul 06 2018 01:30:00 GMT-0700 (Pacific Daylight Time),94
Fri Jul 06 2018 01:15:00 GMT-0700 (Pacific Daylight Time),95
Fri Jul 06 2018 01:00:00 GMT-0700 (Pacific Daylight Time),96
Fri Jul 06 2018 00:45:00 GMT-0700 (Pacific Daylight Time),95
Fri Jul 06 2018 00:30:00 GMT-0700 (Pacific Daylight Time),96
Fri Jul 06 2018 00:15:00 GMT-0700 (Pacific Daylight Time),96
Fri Jul 06 2018 00:00:00 GMT-0700 (Pacific Daylight Time),97
Thu Jul 05 2018 23:45:00 GMT-0700 (Pacific Daylight Time),97
Thu Jul 05 2018 23:30:00 GMT-0700 (Pacific Daylight Time),97
Thu Jul 05 2018 23:15:00 GMT-0700 (Pacific Daylight Time),97
Thu Jul 05 2018 23:00:00 GMT-0700 (Pacific Daylight Time),97
Thu Jul 05 2018 22:45:00 GMT-0700 (Pacific Daylight Time),97
Thu Jul 05 2018 22:30:00 GMT-0700 (Pacific Daylight Time),96
Thu Jul 05 2018 22:15:00 GMT-0700 (Pacific Daylight Time),98
Thu Jul 05 2018 22:00:00 GMT-0700 (Pacific Daylight Time),88
Thu Jul 05 2018 21:45:00 GMT-0700 (Pacific Daylight Time),76
Thu Jul 05 2018 21:30:00 GMT-0700 (Pacific Daylight Time),85
Thu Jul 05 2018 21:15:00 GMT-0700 (Pacific Daylight Time),87
Thu Jul 05 2018 21:00:00 GMT-0700 (Pacific Daylight Time),100
Thu Jul 05 2018 20:45:00 GMT-0700 (Pacific Daylight Time),100
Thu Jul 05 2018 20:30:00 GMT-0700 (Pacific Daylight Time),100
Thu Jul 05 2018 20:15:00 GMT-0700 (Pacific Daylight Time),101
Thu Jul 05 2018 20:00:00 GMT-0700 (Pacific Daylight Time),100
Thu Jul 05 2018 19:45:00 GMT-0700 (Pacific Daylight Time),101
