Time,ILLC Electricity (kWh)
Sat Jun 29 2019 20:30:00 GMT-0700 (Pacific Daylight Time),34
Sat Jun 29 2019 20:15:00 GMT-0700 (Pacific Daylight Time),35
Sat Jun 29 2019 20:00:00 GMT-0700 (Pacific Daylight Time),32
Sat Jun 29 2019 19:45:00 GMT-0700 (Pacific Daylight Time),35
Sat Jun 29 2019 19:30:00 GMT-0700 (Pacific Daylight Time),35
Sat Jun 29 2019 19:15:00 GMT-0700 (Pacific Daylight Time),36
Sat Jun 29 2019 19:00:00 GMT-0700 (Pacific Daylight Time),41
Sat Jun 29 2019 18:45:00 GMT-0700 (Pacific Daylight Time),41
Sat Jun 29 2019 18:30:00 GMT-0700 (Pacific Daylight Time),42
Sat Jun 29 2019 18:15:00 GMT-0700 (Pacific Daylight Time),43
Sat Jun 29 2019 18:00:00 GMT-0700 (Pacific Daylight Time),44
Sat Jun 29 2019 17:45:00 GMT-0700 (Pacific Daylight Time),41
Sat Jun 29 2019 17:30:00 GMT-0700 (Pacific Daylight Time),42
Sat Jun 29 2019 17:15:00 GMT-0700 (Pacific Daylight Time),44
Sat Jun 29 2019 17:00:00 GMT-0700 (Pacific Daylight Time),45
Sat Jun 29 2019 16:45:00 GMT-0700 (Pacific Daylight Time),45
Sat Jun 29 2019 16:30:00 GMT-0700 (Pacific Daylight Time),45
Sat Jun 29 2019 16:15:00 GMT-0700 (Pacific Daylight Time),41
Sat Jun 29 2019 16:00:00 GMT-0700 (Pacific Daylight Time),42
Sat Jun 29 2019 15:45:00 GMT-0700 (Pacific Daylight Time),42
Sat Jun 29 2019 15:30:00 GMT-0700 (Pacific Daylight Time),38
Sat Jun 29 2019 15:15:00 GMT-0700 (Pacific Daylight Time),41
Sat Jun 29 2019 15:00:00 GMT-0700 (Pacific Daylight Time),43
Sat Jun 29 2019 14:45:00 GMT-0700 (Pacific Daylight Time),42
Sat Jun 29 2019 14:30:00 GMT-0700 (Pacific Daylight Time),42
Sat Jun 29 2019 14:15:00 GMT-0700 (Pacific Daylight Time),45
Sat Jun 29 2019 14:00:00 GMT-0700 (Pacific Daylight Time),43
Sat Jun 29 2019 13:45:00 GMT-0700 (Pacific Daylight Time),46
Sat Jun 29 2019 13:30:00 GMT-0700 (Pacific Daylight Time),45
Sat Jun 29 2019 13:15:00 GMT-0700 (Pacific Daylight Time),48
Sat Jun 29 2019 13:00:00 GMT-0700 (Pacific Daylight Time),43
Sat Jun 29 2019 12:45:00 GMT-0700 (Pacific Daylight Time),43
Sat Jun 29 2019 12:30:00 GMT-0700 (Pacific Daylight Time),40
Sat Jun 29 2019 12:15:00 GMT-0700 (Pacific Daylight Time),43
Sat Jun 29 2019 12:00:00 GMT-0700 (Pacific Daylight Time),44
Sat Jun 29 2019 11:45:00 GMT-0700 (Pacific Daylight Time),41
Sat Jun 29 2019 11:30:00 GMT-0700 (Pacific Daylight Time),43
Sat Jun 29 2019 11:15:00 GMT-0700 (Pacific Daylight Time),39
Sat Jun 29 2019 11:00:00 GMT-0700 (Pacific Daylight Time),36
Sat Jun 29 2019 10:45:00 GMT-0700 (Pacific Daylight Time),40
Sat Jun 29 2019 10:30:00 GMT-0700 (Pacific Daylight Time),39
Sat Jun 29 2019 10:15:00 GMT-0700 (Pacific Daylight Time),36
Sat Jun 29 2019 10:00:00 GMT-0700 (Pacific Daylight Time),32
Sat Jun 29 2019 09:45:00 GMT-0700 (Pacific Daylight Time),31
Sat Jun 29 2019 09:30:00 GMT-0700 (Pacific Daylight Time),34
Sat Jun 29 2019 09:15:00 GMT-0700 (Pacific Daylight Time),30
Sat Jun 29 2019 09:00:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 29 2019 08:45:00 GMT-0700 (Pacific Daylight Time),34
Sat Jun 29 2019 08:30:00 GMT-0700 (Pacific Daylight Time),32
Sat Jun 29 2019 08:15:00 GMT-0700 (Pacific Daylight Time),39
Sat Jun 29 2019 08:00:00 GMT-0700 (Pacific Daylight Time),40
Sat Jun 29 2019 07:45:00 GMT-0700 (Pacific Daylight Time),33
Sat Jun 29 2019 07:30:00 GMT-0700 (Pacific Daylight Time),33
Sat Jun 29 2019 07:15:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 29 2019 07:00:00 GMT-0700 (Pacific Daylight Time),32
Sat Jun 29 2019 06:45:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 29 2019 06:30:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 29 2019 06:15:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 29 2019 06:00:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 29 2019 05:45:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 05:30:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 29 2019 05:15:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 29 2019 05:00:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 29 2019 04:45:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 04:30:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 04:15:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 04:00:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 29 2019 03:45:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 29 2019 03:30:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 29 2019 03:15:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 03:00:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 02:45:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 02:30:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 29 2019 02:15:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 02:00:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 29 2019 01:45:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 29 2019 01:30:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 01:15:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 01:00:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 00:45:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 29 2019 00:30:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 29 2019 00:15:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),24
Fri Jun 28 2019 23:45:00 GMT-0700 (Pacific Daylight Time),29
Fri Jun 28 2019 23:30:00 GMT-0700 (Pacific Daylight Time),27
Fri Jun 28 2019 23:15:00 GMT-0700 (Pacific Daylight Time),28
Fri Jun 28 2019 23:00:00 GMT-0700 (Pacific Daylight Time),26
Fri Jun 28 2019 22:45:00 GMT-0700 (Pacific Daylight Time),25
Fri Jun 28 2019 22:30:00 GMT-0700 (Pacific Daylight Time),25
Fri Jun 28 2019 22:15:00 GMT-0700 (Pacific Daylight Time),26
Fri Jun 28 2019 22:00:00 GMT-0700 (Pacific Daylight Time),34
Fri Jun 28 2019 21:45:00 GMT-0700 (Pacific Daylight Time),30
Fri Jun 28 2019 21:30:00 GMT-0700 (Pacific Daylight Time),32
Fri Jun 28 2019 21:15:00 GMT-0700 (Pacific Daylight Time),33
Fri Jun 28 2019 21:00:00 GMT-0700 (Pacific Daylight Time),34
Fri Jun 28 2019 20:45:00 GMT-0700 (Pacific Daylight Time),34
Fri Jun 28 2019 20:30:00 GMT-0700 (Pacific Daylight Time),31
Fri Jun 28 2019 20:15:00 GMT-0700 (Pacific Daylight Time),33
Fri Jun 28 2019 20:00:00 GMT-0700 (Pacific Daylight Time),34
Fri Jun 28 2019 19:45:00 GMT-0700 (Pacific Daylight Time),35
Fri Jun 28 2019 19:30:00 GMT-0700 (Pacific Daylight Time),34
Fri Jun 28 2019 19:15:00 GMT-0700 (Pacific Daylight Time),36
Fri Jun 28 2019 19:00:00 GMT-0700 (Pacific Daylight Time),43
Fri Jun 28 2019 18:45:00 GMT-0700 (Pacific Daylight Time),39
Fri Jun 28 2019 18:30:00 GMT-0700 (Pacific Daylight Time),45
Fri Jun 28 2019 18:15:00 GMT-0700 (Pacific Daylight Time),41
Fri Jun 28 2019 18:00:00 GMT-0700 (Pacific Daylight Time),44
Fri Jun 28 2019 17:45:00 GMT-0700 (Pacific Daylight Time),43
Fri Jun 28 2019 17:30:00 GMT-0700 (Pacific Daylight Time),43
Fri Jun 28 2019 17:15:00 GMT-0700 (Pacific Daylight Time),39
Fri Jun 28 2019 17:00:00 GMT-0700 (Pacific Daylight Time),44
Fri Jun 28 2019 16:45:00 GMT-0700 (Pacific Daylight Time),48
Fri Jun 28 2019 16:30:00 GMT-0700 (Pacific Daylight Time),44
Fri Jun 28 2019 16:15:00 GMT-0700 (Pacific Daylight Time),44
Fri Jun 28 2019 16:00:00 GMT-0700 (Pacific Daylight Time),47
Fri Jun 28 2019 15:45:00 GMT-0700 (Pacific Daylight Time),44
Fri Jun 28 2019 15:30:00 GMT-0700 (Pacific Daylight Time),47
Fri Jun 28 2019 15:15:00 GMT-0700 (Pacific Daylight Time),48
Fri Jun 28 2019 15:00:00 GMT-0700 (Pacific Daylight Time),43
Fri Jun 28 2019 14:45:00 GMT-0700 (Pacific Daylight Time),42
Fri Jun 28 2019 14:30:00 GMT-0700 (Pacific Daylight Time),45
Fri Jun 28 2019 14:15:00 GMT-0700 (Pacific Daylight Time),45
Fri Jun 28 2019 14:00:00 GMT-0700 (Pacific Daylight Time),46
Fri Jun 28 2019 13:45:00 GMT-0700 (Pacific Daylight Time),46
Fri Jun 28 2019 13:30:00 GMT-0700 (Pacific Daylight Time),46
Fri Jun 28 2019 13:15:00 GMT-0700 (Pacific Daylight Time),41
Fri Jun 28 2019 13:00:00 GMT-0700 (Pacific Daylight Time),44
Fri Jun 28 2019 12:45:00 GMT-0700 (Pacific Daylight Time),38
Fri Jun 28 2019 12:30:00 GMT-0700 (Pacific Daylight Time),43
Fri Jun 28 2019 12:15:00 GMT-0700 (Pacific Daylight Time),45
Fri Jun 28 2019 12:00:00 GMT-0700 (Pacific Daylight Time),43
Fri Jun 28 2019 11:45:00 GMT-0700 (Pacific Daylight Time),41
Fri Jun 28 2019 11:30:00 GMT-0700 (Pacific Daylight Time),39
Fri Jun 28 2019 11:15:00 GMT-0700 (Pacific Daylight Time),41
Fri Jun 28 2019 11:00:00 GMT-0700 (Pacific Daylight Time),40
Fri Jun 28 2019 10:45:00 GMT-0700 (Pacific Daylight Time),45
Fri Jun 28 2019 10:30:00 GMT-0700 (Pacific Daylight Time),42
Fri Jun 28 2019 10:15:00 GMT-0700 (Pacific Daylight Time),38
Fri Jun 28 2019 10:00:00 GMT-0700 (Pacific Daylight Time),40
Fri Jun 28 2019 09:45:00 GMT-0700 (Pacific Daylight Time),36
Fri Jun 28 2019 09:30:00 GMT-0700 (Pacific Daylight Time),42
Fri Jun 28 2019 09:15:00 GMT-0700 (Pacific Daylight Time),37
Fri Jun 28 2019 09:00:00 GMT-0700 (Pacific Daylight Time),46
Fri Jun 28 2019 08:45:00 GMT-0700 (Pacific Daylight Time),47
Fri Jun 28 2019 08:30:00 GMT-0700 (Pacific Daylight Time),43
Fri Jun 28 2019 08:15:00 GMT-0700 (Pacific Daylight Time),40
Fri Jun 28 2019 08:00:00 GMT-0700 (Pacific Daylight Time),39
Fri Jun 28 2019 07:45:00 GMT-0700 (Pacific Daylight Time),37
Fri Jun 28 2019 07:30:00 GMT-0700 (Pacific Daylight Time),40
Fri Jun 28 2019 07:15:00 GMT-0700 (Pacific Daylight Time),43
Fri Jun 28 2019 07:00:00 GMT-0700 (Pacific Daylight Time),36
Fri Jun 28 2019 06:45:00 GMT-0700 (Pacific Daylight Time),31
Fri Jun 28 2019 06:30:00 GMT-0700 (Pacific Daylight Time),27
Fri Jun 28 2019 06:15:00 GMT-0700 (Pacific Daylight Time),27
Fri Jun 28 2019 06:00:00 GMT-0700 (Pacific Daylight Time),28
Fri Jun 28 2019 05:45:00 GMT-0700 (Pacific Daylight Time),25
Fri Jun 28 2019 05:30:00 GMT-0700 (Pacific Daylight Time),25
Fri Jun 28 2019 05:15:00 GMT-0700 (Pacific Daylight Time),23
Fri Jun 28 2019 05:00:00 GMT-0700 (Pacific Daylight Time),26
Fri Jun 28 2019 04:45:00 GMT-0700 (Pacific Daylight Time),24
Fri Jun 28 2019 04:30:00 GMT-0700 (Pacific Daylight Time),24
Fri Jun 28 2019 04:15:00 GMT-0700 (Pacific Daylight Time),22
Fri Jun 28 2019 04:00:00 GMT-0700 (Pacific Daylight Time),25
Fri Jun 28 2019 03:45:00 GMT-0700 (Pacific Daylight Time),23
Fri Jun 28 2019 03:30:00 GMT-0700 (Pacific Daylight Time),24
Fri Jun 28 2019 03:15:00 GMT-0700 (Pacific Daylight Time),23
Fri Jun 28 2019 03:00:00 GMT-0700 (Pacific Daylight Time),22
Fri Jun 28 2019 02:45:00 GMT-0700 (Pacific Daylight Time),25
Fri Jun 28 2019 02:30:00 GMT-0700 (Pacific Daylight Time),24
Fri Jun 28 2019 02:15:00 GMT-0700 (Pacific Daylight Time),24
Fri Jun 28 2019 02:00:00 GMT-0700 (Pacific Daylight Time),24
Fri Jun 28 2019 01:45:00 GMT-0700 (Pacific Daylight Time),24
Fri Jun 28 2019 01:30:00 GMT-0700 (Pacific Daylight Time),24
Fri Jun 28 2019 01:15:00 GMT-0700 (Pacific Daylight Time),25
Fri Jun 28 2019 01:00:00 GMT-0700 (Pacific Daylight Time),25
Fri Jun 28 2019 00:45:00 GMT-0700 (Pacific Daylight Time),26
Fri Jun 28 2019 00:30:00 GMT-0700 (Pacific Daylight Time),26
Fri Jun 28 2019 00:15:00 GMT-0700 (Pacific Daylight Time),26
Fri Jun 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),26
Thu Jun 27 2019 23:45:00 GMT-0700 (Pacific Daylight Time),28
Thu Jun 27 2019 23:30:00 GMT-0700 (Pacific Daylight Time),27
Thu Jun 27 2019 23:15:00 GMT-0700 (Pacific Daylight Time),29
Thu Jun 27 2019 23:00:00 GMT-0700 (Pacific Daylight Time),28
Thu Jun 27 2019 22:45:00 GMT-0700 (Pacific Daylight Time),26
Thu Jun 27 2019 22:30:00 GMT-0700 (Pacific Daylight Time),28
Thu Jun 27 2019 22:15:00 GMT-0700 (Pacific Daylight Time),31
Thu Jun 27 2019 22:00:00 GMT-0700 (Pacific Daylight Time),36
Thu Jun 27 2019 21:45:00 GMT-0700 (Pacific Daylight Time),39
Thu Jun 27 2019 21:30:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 21:15:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 21:00:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 20:45:00 GMT-0700 (Pacific Daylight Time),35
Thu Jun 27 2019 20:30:00 GMT-0700 (Pacific Daylight Time),36
Thu Jun 27 2019 20:15:00 GMT-0700 (Pacific Daylight Time),34
Thu Jun 27 2019 20:00:00 GMT-0700 (Pacific Daylight Time),33
Thu Jun 27 2019 19:45:00 GMT-0700 (Pacific Daylight Time),33
Thu Jun 27 2019 19:30:00 GMT-0700 (Pacific Daylight Time),36
Thu Jun 27 2019 19:15:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 19:00:00 GMT-0700 (Pacific Daylight Time),40
Thu Jun 27 2019 18:45:00 GMT-0700 (Pacific Daylight Time),37
Thu Jun 27 2019 18:30:00 GMT-0700 (Pacific Daylight Time),39
Thu Jun 27 2019 18:15:00 GMT-0700 (Pacific Daylight Time),33
Thu Jun 27 2019 18:00:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 17:45:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 17:30:00 GMT-0700 (Pacific Daylight Time),36
Thu Jun 27 2019 17:15:00 GMT-0700 (Pacific Daylight Time),42
Thu Jun 27 2019 17:00:00 GMT-0700 (Pacific Daylight Time),39
Thu Jun 27 2019 16:45:00 GMT-0700 (Pacific Daylight Time),41
Thu Jun 27 2019 16:30:00 GMT-0700 (Pacific Daylight Time),41
Thu Jun 27 2019 16:15:00 GMT-0700 (Pacific Daylight Time),37
Thu Jun 27 2019 16:00:00 GMT-0700 (Pacific Daylight Time),45
Thu Jun 27 2019 15:45:00 GMT-0700 (Pacific Daylight Time),37
Thu Jun 27 2019 15:30:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 15:15:00 GMT-0700 (Pacific Daylight Time),43
Thu Jun 27 2019 15:00:00 GMT-0700 (Pacific Daylight Time),44
Thu Jun 27 2019 14:45:00 GMT-0700 (Pacific Daylight Time),43
Thu Jun 27 2019 14:30:00 GMT-0700 (Pacific Daylight Time),35
Thu Jun 27 2019 14:15:00 GMT-0700 (Pacific Daylight Time),29
Thu Jun 27 2019 14:00:00 GMT-0700 (Pacific Daylight Time),39
Thu Jun 27 2019 13:45:00 GMT-0700 (Pacific Daylight Time),45
Thu Jun 27 2019 13:30:00 GMT-0700 (Pacific Daylight Time),40
Thu Jun 27 2019 13:15:00 GMT-0700 (Pacific Daylight Time),37
Thu Jun 27 2019 13:00:00 GMT-0700 (Pacific Daylight Time),41
Thu Jun 27 2019 12:45:00 GMT-0700 (Pacific Daylight Time),40
Thu Jun 27 2019 12:30:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 12:15:00 GMT-0700 (Pacific Daylight Time),41
Thu Jun 27 2019 12:00:00 GMT-0700 (Pacific Daylight Time),39
Thu Jun 27 2019 11:45:00 GMT-0700 (Pacific Daylight Time),37
Thu Jun 27 2019 11:30:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 11:15:00 GMT-0700 (Pacific Daylight Time),35
Thu Jun 27 2019 11:00:00 GMT-0700 (Pacific Daylight Time),36
Thu Jun 27 2019 10:45:00 GMT-0700 (Pacific Daylight Time),36
Thu Jun 27 2019 10:30:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 10:15:00 GMT-0700 (Pacific Daylight Time),39
Thu Jun 27 2019 10:00:00 GMT-0700 (Pacific Daylight Time),40
Thu Jun 27 2019 09:45:00 GMT-0700 (Pacific Daylight Time),44
Thu Jun 27 2019 09:30:00 GMT-0700 (Pacific Daylight Time),41
Thu Jun 27 2019 09:15:00 GMT-0700 (Pacific Daylight Time),41
Thu Jun 27 2019 09:00:00 GMT-0700 (Pacific Daylight Time),44
Thu Jun 27 2019 08:45:00 GMT-0700 (Pacific Daylight Time),39
Thu Jun 27 2019 08:30:00 GMT-0700 (Pacific Daylight Time),38
Thu Jun 27 2019 08:15:00 GMT-0700 (Pacific Daylight Time),44
Thu Jun 27 2019 08:00:00 GMT-0700 (Pacific Daylight Time),45
Thu Jun 27 2019 07:45:00 GMT-0700 (Pacific Daylight Time),44
Thu Jun 27 2019 07:30:00 GMT-0700 (Pacific Daylight Time),37
Thu Jun 27 2019 07:15:00 GMT-0700 (Pacific Daylight Time),32
Thu Jun 27 2019 07:00:00 GMT-0700 (Pacific Daylight Time),34
Thu Jun 27 2019 06:45:00 GMT-0700 (Pacific Daylight Time),33
Thu Jun 27 2019 06:30:00 GMT-0700 (Pacific Daylight Time),33
Thu Jun 27 2019 06:15:00 GMT-0700 (Pacific Daylight Time),29
Thu Jun 27 2019 06:00:00 GMT-0700 (Pacific Daylight Time),28
Thu Jun 27 2019 05:45:00 GMT-0700 (Pacific Daylight Time),25
Thu Jun 27 2019 05:30:00 GMT-0700 (Pacific Daylight Time),25
Thu Jun 27 2019 05:15:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 05:00:00 GMT-0700 (Pacific Daylight Time),26
Thu Jun 27 2019 04:45:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 04:30:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 04:15:00 GMT-0700 (Pacific Daylight Time),24
Thu Jun 27 2019 04:00:00 GMT-0700 (Pacific Daylight Time),24
Thu Jun 27 2019 03:45:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 03:30:00 GMT-0700 (Pacific Daylight Time),24
Thu Jun 27 2019 03:15:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 03:00:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 02:45:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 02:30:00 GMT-0700 (Pacific Daylight Time),26
Thu Jun 27 2019 02:15:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 02:00:00 GMT-0700 (Pacific Daylight Time),24
Thu Jun 27 2019 01:45:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 01:30:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 01:15:00 GMT-0700 (Pacific Daylight Time),24
Thu Jun 27 2019 01:00:00 GMT-0700 (Pacific Daylight Time),26
Thu Jun 27 2019 00:45:00 GMT-0700 (Pacific Daylight Time),23
Thu Jun 27 2019 00:30:00 GMT-0700 (Pacific Daylight Time),24
Thu Jun 27 2019 00:15:00 GMT-0700 (Pacific Daylight Time),24
Thu Jun 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),26
Wed Jun 26 2019 23:45:00 GMT-0700 (Pacific Daylight Time),27
Wed Jun 26 2019 23:30:00 GMT-0700 (Pacific Daylight Time),28
Wed Jun 26 2019 23:15:00 GMT-0700 (Pacific Daylight Time),26
Wed Jun 26 2019 23:00:00 GMT-0700 (Pacific Daylight Time),29
Wed Jun 26 2019 22:45:00 GMT-0700 (Pacific Daylight Time),27
Wed Jun 26 2019 22:30:00 GMT-0700 (Pacific Daylight Time),28
Wed Jun 26 2019 22:15:00 GMT-0700 (Pacific Daylight Time),26
Wed Jun 26 2019 22:00:00 GMT-0700 (Pacific Daylight Time),37
Wed Jun 26 2019 21:45:00 GMT-0700 (Pacific Daylight Time),38
Wed Jun 26 2019 21:30:00 GMT-0700 (Pacific Daylight Time),41
Wed Jun 26 2019 21:15:00 GMT-0700 (Pacific Daylight Time),36
Wed Jun 26 2019 21:00:00 GMT-0700 (Pacific Daylight Time),34
Wed Jun 26 2019 20:45:00 GMT-0700 (Pacific Daylight Time),37
Wed Jun 26 2019 20:30:00 GMT-0700 (Pacific Daylight Time),33
Wed Jun 26 2019 20:15:00 GMT-0700 (Pacific Daylight Time),33
Wed Jun 26 2019 20:00:00 GMT-0700 (Pacific Daylight Time),31
Wed Jun 26 2019 19:45:00 GMT-0700 (Pacific Daylight Time),40
Wed Jun 26 2019 19:30:00 GMT-0700 (Pacific Daylight Time),40
Wed Jun 26 2019 19:15:00 GMT-0700 (Pacific Daylight Time),39
Wed Jun 26 2019 19:00:00 GMT-0700 (Pacific Daylight Time),34
Wed Jun 26 2019 18:45:00 GMT-0700 (Pacific Daylight Time),46
Wed Jun 26 2019 18:30:00 GMT-0700 (Pacific Daylight Time),38
Wed Jun 26 2019 18:15:00 GMT-0700 (Pacific Daylight Time),40
Wed Jun 26 2019 18:00:00 GMT-0700 (Pacific Daylight Time),41
Wed Jun 26 2019 17:45:00 GMT-0700 (Pacific Daylight Time),37
Wed Jun 26 2019 17:30:00 GMT-0700 (Pacific Daylight Time),45
Wed Jun 26 2019 17:15:00 GMT-0700 (Pacific Daylight Time),33
Wed Jun 26 2019 17:00:00 GMT-0700 (Pacific Daylight Time),35
Wed Jun 26 2019 16:45:00 GMT-0700 (Pacific Daylight Time),38
Wed Jun 26 2019 16:30:00 GMT-0700 (Pacific Daylight Time),43
Wed Jun 26 2019 16:15:00 GMT-0700 (Pacific Daylight Time),39
Wed Jun 26 2019 16:00:00 GMT-0700 (Pacific Daylight Time),48
Wed Jun 26 2019 15:45:00 GMT-0700 (Pacific Daylight Time),40
Wed Jun 26 2019 15:30:00 GMT-0700 (Pacific Daylight Time),46
Wed Jun 26 2019 15:15:00 GMT-0700 (Pacific Daylight Time),46
Wed Jun 26 2019 15:00:00 GMT-0700 (Pacific Daylight Time),45
Wed Jun 26 2019 14:45:00 GMT-0700 (Pacific Daylight Time),48
Wed Jun 26 2019 14:30:00 GMT-0700 (Pacific Daylight Time),52
Wed Jun 26 2019 14:15:00 GMT-0700 (Pacific Daylight Time),46
Wed Jun 26 2019 14:00:00 GMT-0700 (Pacific Daylight Time),46
Wed Jun 26 2019 13:45:00 GMT-0700 (Pacific Daylight Time),44
Wed Jun 26 2019 13:30:00 GMT-0700 (Pacific Daylight Time),49
Wed Jun 26 2019 13:15:00 GMT-0700 (Pacific Daylight Time),48
Wed Jun 26 2019 13:00:00 GMT-0700 (Pacific Daylight Time),44
Wed Jun 26 2019 12:45:00 GMT-0700 (Pacific Daylight Time),46
Wed Jun 26 2019 12:30:00 GMT-0700 (Pacific Daylight Time),43
Wed Jun 26 2019 12:15:00 GMT-0700 (Pacific Daylight Time),47
Wed Jun 26 2019 12:00:00 GMT-0700 (Pacific Daylight Time),43
Wed Jun 26 2019 11:45:00 GMT-0700 (Pacific Daylight Time),41
Wed Jun 26 2019 11:30:00 GMT-0700 (Pacific Daylight Time),40
Wed Jun 26 2019 11:15:00 GMT-0700 (Pacific Daylight Time),43
Wed Jun 26 2019 11:00:00 GMT-0700 (Pacific Daylight Time),40
Wed Jun 26 2019 10:45:00 GMT-0700 (Pacific Daylight Time),42
Wed Jun 26 2019 10:30:00 GMT-0700 (Pacific Daylight Time),43
Wed Jun 26 2019 10:15:00 GMT-0700 (Pacific Daylight Time),49
Wed Jun 26 2019 10:00:00 GMT-0700 (Pacific Daylight Time),45
Wed Jun 26 2019 09:45:00 GMT-0700 (Pacific Daylight Time),46
Wed Jun 26 2019 09:30:00 GMT-0700 (Pacific Daylight Time),37
Wed Jun 26 2019 09:15:00 GMT-0700 (Pacific Daylight Time),42
Wed Jun 26 2019 09:00:00 GMT-0700 (Pacific Daylight Time),42
Wed Jun 26 2019 08:45:00 GMT-0700 (Pacific Daylight Time),48
Wed Jun 26 2019 08:30:00 GMT-0700 (Pacific Daylight Time),46
Wed Jun 26 2019 08:15:00 GMT-0700 (Pacific Daylight Time),39
Wed Jun 26 2019 08:00:00 GMT-0700 (Pacific Daylight Time),45
Wed Jun 26 2019 07:45:00 GMT-0700 (Pacific Daylight Time),42
Wed Jun 26 2019 07:30:00 GMT-0700 (Pacific Daylight Time),34
Wed Jun 26 2019 07:15:00 GMT-0700 (Pacific Daylight Time),34
Wed Jun 26 2019 07:00:00 GMT-0700 (Pacific Daylight Time),32
Wed Jun 26 2019 06:45:00 GMT-0700 (Pacific Daylight Time),30
Wed Jun 26 2019 06:30:00 GMT-0700 (Pacific Daylight Time),28
Wed Jun 26 2019 06:15:00 GMT-0700 (Pacific Daylight Time),27
Wed Jun 26 2019 06:00:00 GMT-0700 (Pacific Daylight Time),24
Wed Jun 26 2019 05:45:00 GMT-0700 (Pacific Daylight Time),26
Wed Jun 26 2019 05:30:00 GMT-0700 (Pacific Daylight Time),23
Wed Jun 26 2019 05:15:00 GMT-0700 (Pacific Daylight Time),25
Wed Jun 26 2019 05:00:00 GMT-0700 (Pacific Daylight Time),23
Wed Jun 26 2019 04:45:00 GMT-0700 (Pacific Daylight Time),24
Wed Jun 26 2019 04:30:00 GMT-0700 (Pacific Daylight Time),23
Wed Jun 26 2019 04:15:00 GMT-0700 (Pacific Daylight Time),23
Wed Jun 26 2019 04:00:00 GMT-0700 (Pacific Daylight Time),24
Wed Jun 26 2019 03:45:00 GMT-0700 (Pacific Daylight Time),23
Wed Jun 26 2019 03:30:00 GMT-0700 (Pacific Daylight Time),22
Wed Jun 26 2019 03:15:00 GMT-0700 (Pacific Daylight Time),22
